Deskripsi Kode|Material|Plant|Sloc|Quantity
HRC (Excl N1)|HCF|HSM|H111|                 67,120
HRC (Excl N1)|HCF|HSM|H111|                102,250
HRC (Excl N1)|HCF|HSM|H111|                121,280
HRC (Excl N1)|HCF|HSM|H111|                194,860
HRC (Excl N1)|HCF|HSM|H111|                 60,060
HRC (Excl N1)|HCF|HSM|H111|                198,400
HRC (Excl N1)|HCF|HSM|H111|                 76,380
HRC (Excl N1)|HCF|HSM|H111|                 76,260
HRC (Excl N1)|HCF|HSM|H111|                101,030
HRC (Excl N1)|HCF|HSM|H111|                140,560
HRC (Excl N1)|HCF|HSM|H111|                 67,380
HRC (Excl N1)|HCF|HSM|H111|                 65,100
HRC (Excl N1)|HCF|HSM|H111|                 75,620
HRC (Excl N1)|HCF|HSM|H111|                137,160
HRC (Excl N1)|HCF|HSM|H111|                137,520
HRC (Excl N1)|HCF|HSM|H111|                114,040
HRC (Excl N1)|HCF|HSM|H111|                308,940
HRC (Excl N1)|HCF|HSM|H111|                109,540
HRC (Excl N1)|HCF|HSM|H111|                253,580
HRC (Excl N1)|HCF|HSM|H111|                182,740
HRC (Excl N1)|HCF|HSM|H111|                 45,200
HRC (Excl N1)|HCF|HSM|H111|                 19,940
HRC (Excl N1)|HCF|HSM|H111|                 99,360
HRC (Excl N1)|HCF|HSM|H111|                 11,080
HRC (Excl N1)|HCF|HSM|H111|                 88,350
HRC (Excl N1)|HCF|HSM|H111|                 16,740
HRC (Excl N1)|HCF|HSM|H111|                 43,780
HRC (Excl N1)|HCF|HSM|H111|                 19,420
HRC (Excl N1)|HCF|HSM|H111|                 17,010
HRC (Excl N1)|HCF|HSM|H111|                100,980
HRC (Excl N1)|HCF|HSM|H111|                 16,900
HRC (Excl N1)|HCF|HSM|H111|                 16,900
HRC (Excl N1)|HCF|HSM|H111|                 16,480
HRC (Excl N1)|HCF|HSM|H111|                102,560
HRC (Excl N1)|HCF|HSM|H111|                112,320
HRC (Excl N1)|HCF|HSM|H114|                 21,780
HRC (Excl N1)|HCF|HSM|H114|                 43,280
HRC (Excl N1)|HCF|HSM|H114|                 10,700
HRC (Excl N1)|HCF|HSM|H114|                 19,080
HRC (Excl N1)|HCF|HSM|H114|                  9,380
HRC (Excl N1)|HCF|HSM|H114|                 10,940
HRC (Excl N1)|HCF|HSM|H114|                 10,140
HRC (Excl N1)|HCF|HSM|H114|                683,960
HRC (Excl N1)|HCF|HSM|H115|                 15,500
HRC (Excl N1)|HCF|HSM|H115|                 41,900
HRC (Excl N1)|HCF|HSM|H115|                 19,560
HRC (Excl N1)|HCF|HSM|H115|                 22,890
HRC (Excl N1)|HCF|HSM|H115|                 45,880
HRC (Excl N1)|HCF|HSM|H115|                109,200
HRC (Excl N1)|HCF|HSM|H115|                 23,000
HRC (Excl N1)|HCF|HSM|H115|                 79,920
HRC (Excl N1)|HCF|HSM|H115|                  6,920
HRC (Excl N1)|HCF|HSM|H115|                 18,680
HRC (Excl N1)|HCF|HSM|H115|                 35,000
HRC (Excl N1)|HCF|HSM|H115|                 45,640
HRC (Excl N1)|HCF|HSM|H115|                 19,800
HRC (Excl N1)|HCF|HSM|H115|                 17,640
HRC (Excl N1)|HCF|HSM|H115|                 11,100
HRC (Excl N1)|HCF|HSM|H115|                 22,540
HRC (Excl N1)|HCF|HSM|H115|                 12,480
HRC (Excl N1)|HCF|HSM|H115|                 10,950
HRC (Excl N1)|HCF|HSM|H115|                  8,420
HRC (Excl N1)|HCF|HSM|H115|                 19,440
HRC (Excl N1)|HCF|HSM|H115|                 20,120
HRC (Excl N1)|HCF|HSM|H115|                 22,410
HRC (Excl N1)|HCF|HSM|H115|                 27,960
HRC (Excl N1)|HCF|HSM|H115|                  6,340
HRC (Excl N1)|HCF|HSM|H115|                  7,760
HRC (Excl N1)|HCF|HSM|H115|                 12,740
HRC (Excl N1)|HCF|HSM|H115|                 22,540
HRC (Excl N1)|HCF|HSM|H115|                 49,260
HRC (Excl N1)|HCF|HSM|H115|                 21,500
HRC (Excl N1)|HCF|HSM|H115|                 16,240
HRC (Excl N1)|HCF|HSM|H115|                 42,440
HRC (Excl N1)|HCF|HSM|H115|                 21,880
HRC (Excl N1)|HCF|HSM|H115|                 22,460
HRC (Excl N1)|HCF|HSM|H115|                 45,030
HRC (Excl N1)|HCF|HSM|H115|                 19,870
HRC (Excl N1)|HCF|HSM|H115|                 16,880
HRC (Excl N1)|HCF|HSM|H115|                  9,580
HRC (Excl N1)|HCF|HSM|H115|                 17,840
HRC (Excl N1)|HCF|HSM|H115|                  7,560
HRC (Excl N1)|HCF|HSM|H115|                 10,580
HRC (Excl N1)|HCF|HSM|H115|                 22,320
HRC (Excl N1)|HCF|HSM|H115|                 11,000
HRC (Excl N1)|HCF|HSM|H115|                 10,260
HRC (Excl N1)|HCF|HSM|H115|                 10,320
HRC (Excl N1)|HCF|HSM|H115|                 10,770
HRC (Excl N1)|HCF|HSM|H115|                 20,130
HRC (Excl N1)|HCF|HSM|H115|                 21,260
HRC (Excl N1)|HCF|HSM|H115|                 20,930
HRC (Excl N1)|HCF|HSM|H115|                  9,920
HRC (Excl N1)|HCF|HSM|H115|                 21,780
HRC (Excl N1)|HCF|HSM|H115|                 10,720
HRC (Excl N1)|HCF|HSM|H115|                  9,980
HRC (Excl N1)|HCF|HSM|H115|                 25,500
HRC (Excl N1)|HCF|HSM|H115|                  7,460
HRC (Excl N1)|HCF|HSM|H115|                  9,980
HRC (Excl N1)|HCF|HSM|H115|                  7,540
HRC (Excl N1)|HCF|HSM|H115|                  9,700
HRC (Excl N1)|HCF|HSM|H115|                 19,720
HRC (Excl N1)|HCF|HSM|H115|                  9,860
HRC (Excl N1)|HCF|HSM|H115|                  6,080
HRC (Excl N1)|HCF|HSM|H115|                 10,160
HRC (Excl N1)|HCF|HSM|H115|                 22,030
HRC (Excl N1)|HCF|HSM|H115|                 44,200
HRC (Excl N1)|HCF|HSM|H115|                 22,370
HRC (Excl N1)|HCF|HSM|H115|                 21,700
HRC (Excl N1)|HCF|HSM|H115|                 21,880
HRC (Excl N1)|HCF|HSM|H115|                 22,020
HRC (Excl N1)|HCF|HSM|H115|                 21,540
HRC (Excl N1)|HCF|HSM|H116|                 16,660
HRC (Excl N1)|HCF|HSM|H116|                 83,000
HRC (Excl N1)|HCF|HSM|H116|                 65,380
HRC (Excl N1)|HCF|HSM|H116|                  8,360
HRC (Excl N1)|HCF|HSM|H116|                 19,460
HRC (Excl N1)|HCF|HSM|H116|                 13,040
HRC (Excl N1)|HCF|HSM|H116|                 16,900
HRC (Excl N1)|HCF|HSM|H116|                  8,320
HRC (Excl N1)|HCF|HSM|H116|                 12,300
HRC (Excl N1)|HCF|HSM|H116|                 16,080
HRC (Excl N1)|HCF|HSM|H116|                 64,900
HRC (Excl N1)|HCF|HSM|H116|                 82,070
HRC (Excl N1)|HCF|HSM|H116|                 45,460
HRC (Excl N1)|HCF|HSM|H116|                 25,480
HRC (Excl N1)|HCF|HSM|H116|                 74,420
HRC (Excl N1)|HCF|HSM|H116|                 22,600
HRC (Excl N1)|HCF|HSM|H116|                 23,000
HRC (Excl N1)|HCF|HSM|H116|                 33,680
HRC (Excl N1)|HCF|HSM|H116|                 20,080
HRC (Excl N1)|HCF|HSM|H116|                 21,760
HRC (Excl N1)|HCF|HSM|H116|                 68,500
HRC (Excl N1)|HCF|HSM|H116|                 45,420
HRC (Excl N1)|HCF|HSM|H116|                 40,080
HRC (Excl N1)|HCF|HSM|H116|                 10,800
HRC (Excl N1)|HCF|HSM|H116|                 11,140
HRC (Excl N1)|HCF|HSM|H116|                 29,600
HRC (Excl N1)|HCF|HSM|H116|                 33,960
HRC (Excl N1)|HCF|HSM|H116|                 11,160
HRC (Excl N1)|HCF|HSM|H116|                 43,720
HRC (Excl N1)|HCF|HSM|H116|                 15,100
HRC (Excl N1)|HCF|HSM|H116|                 67,120
HRC (Excl N1)|HCF|HSM|H116|                 48,680
HRC (Excl N1)|HCF|HSM|H116|                  7,420
HRC (Excl N1)|HCF|HSM|H116|                 44,240
HRC (Excl N1)|HCF|HSM|H116|                  7,360
HRC (Excl N1)|HCF|HSM|H116|                108,720
HRC (Excl N1)|HCF|HSM|H116|                 44,280
HRC (Excl N1)|HCF|HSM|H116|                 52,220
HRC (Excl N1)|HCF|HSM|H116|                  3,200
HRC (Excl N1)|HCF|HSM|H116|                 19,920
HRC (Excl N1)|HCF|HSM|H116|                 17,600
HRC (Excl N1)|HCF|HSM|H116|                 13,560
HRC (Excl N1)|HCF|HSM|H116|                 15,060
HRC (Excl N1)|HCF|HSM|H116|                 66,960
HRC (Excl N1)|HCF|HSM|H116|                 10,820
HRC (Excl N1)|HCF|HSM|H116|                 12,400
HRC (Excl N1)|HCF|HSM|H116|                 10,520
HRC (Excl N1)|HCF|HSM|H116|                 10,100
HRC (Excl N1)|HCF|HSM|H116|                203,820
HRC (Excl N1)|HCF|HSM|H116|                158,480
HRC (Excl N1)|HCF|HSM|H116|                472,460
HRC (Excl N1)|HCF|HSM|H116|                 65,020
HRC (Excl N1)|HCF|HSM|H116|                 83,260
HRC (Excl N1)|HCF|HSM|H116|                 16,700
HRC (Excl N1)|HCF|HSM|H116|                  8,260
HRC (Excl N1)|HCF|HSM|H116|                 79,330
HRC (Excl N1)|HCF|HSM|H116|                 20,100
HRC (Excl N1)|HCF|HSM|H116|                 80,780
HRC (Excl N1)|HCF|HSM|H116|                 33,000
HRC (Excl N1)|HCF|HSM|H116|                 43,460
HRC (Excl N1)|HCF|HSM|H116|                 22,540
HRC (Excl N1)|HCF|HSM|H116|                 45,140
HRC (Excl N1)|HCF|HSM|H116|                111,800
HRC (Excl N1)|HCF|HSM|H116|                 34,800
HRC (Excl N1)|HCF|HSM|H116|                 33,040
HRC (Excl N1)|HCF|HSM|H116|                117,940
HRC (Excl N1)|HCF|HSM|H116|                 11,240
HRC (Excl N1)|HCF|HSM|H116|                 16,300
HRC (Excl N1)|HCF|HSM|H116|                 87,860
HRC (Excl N1)|HCF|HSM|H116|                 16,640
HRC (Excl N1)|HCF|HSM|H116|                  7,560
HRC (Excl N1)|HCF|HSM|H116|                  7,380
HRC (Excl N1)|HCF|HSM|H116|                 10,420
HRC (Excl N1)|HCF|HSM|H116|                 20,460
HRC (Excl N1)|HCF|HSM|H116|                 49,400
HRC (Excl N1)|HCF|HSM|H116|                132,260
HRC (Excl N1)|HCF|HSM|H116|                 22,590
HRC (Excl N1)|HCF|HSM|H116|                 64,260
HRC (Excl N1)|HCF|HSM|H116|                 42,900
HRC (Excl N1)|HCF|HSM|H116|                 16,680
HRC (Excl N1)|HCF|HSM|H116|                 97,920
HRC (Excl N1)|HCF|HSM|H116|                 16,500
HRC (Excl N1)|HCF|HSM|H116|                 15,960
HRC (Excl N1)|HCF|HSM|H116|                 16,560
HRC (Excl N1)|HCF|HSM|H116|                 63,480
HRC (Excl N1)|HCF|HSM|H116|                 51,000
HRC (Excl N1)|HCF|HSM|H116|                 62,740
HRC (Excl N1)|HCF|HSM|H116|                 21,940
HRC (Excl N1)|HCF|HSM|H116|                 21,920
HRC (Excl N1)|HCF|HSM|H116|                 49,820
HRC (Excl N1)|HCF|HSM|H116|                 22,400
HRC (Excl N1)|HCF|HSM|H116|                 70,060
HRC (Excl N1)|HCF|HSM|H116|                 64,940
HRC (Excl N1)|HCF|HSM|H116|                 22,380
HRC (Excl N1)|HCF|HSM|H116|                 21,940
HRC (Excl N1)|HCF|HSM|H116|                 18,000
HRC (Excl N1)|HCF|HSM|H116|                  5,700
HRC (Excl N1)|HCF|HSM|H116|                 12,480
HRC (Excl N1)|HCF|HSM|H116|                  7,020
HRC (Excl N1)|HCF|HSM|H116|                  7,220
HRC (Excl N1)|HCF|HSM|H116|                  7,240
HRC (Excl N1)|HCF|HSM|H116|                 16,040
HRC (Excl N1)|HCF|HSM|H116|                 21,260
HRC (Excl N1)|HCF|HSM|H116|                  9,300
HRC (Excl N1)|HCF|HSM|H116|                 10,180
HRC (Excl N1)|HCF|HSM|H116|                 21,380
HRC (Excl N1)|HCF|HSM|H116|                  7,720
HRC (Excl N1)|HCF|HSM|H116|                 10,360
HRC (Excl N1)|HCF|HSM|H116|                 10,200
HRC (Excl N1)|HCF|HSM|H116|                 10,780
HRC (Excl N1)|HCF|HSM|H116|                 10,640
HRC (Excl N1)|HCF|HSM|H116|                  7,620
HRC (Excl N1)|HCF|HSM|H116|                  7,700
HRC (Excl N1)|HCF|HSM|H116|                 21,400
HRC (Excl N1)|HCF|HSM|H116|                 49,980
HRC (Excl N1)|HCF|HSM|H116|                 10,280
HRC (Excl N1)|HCF|HSM|H116|                 21,300
HRC (Excl N1)|HCF|HSM|H116|                 10,820
HRC (Excl N1)|HCF|HSM|H116|                  7,940
HRC (Excl N1)|HCF|HSM|H116|                 11,040
HRC (Excl N1)|HCF|HSM|H116|                 10,460
HRC (Excl N1)|HCF|HSM|H116|                 21,340
HRC (Excl N1)|HCF|HSM|H116|                 21,680
HRC (Excl N1)|HCF|HSM|H116|                 10,120
HRC (Excl N1)|HCF|HSM|H116|                  9,620
HRC (Excl N1)|HCF|HSM|H116|                 20,380
HRC (Excl N1)|HCF|HSM|H116|                 10,980
HRC (Excl N1)|HCF|HSM|H116|                 24,480
HRC (Excl N1)|HCF|HSM|H116|                 10,980
HRC (Excl N1)|HCF|HSM|H116|                 10,160
HRC (Excl N1)|HCF|HSM|H116|                 17,640
HRC (Excl N1)|HCF|HSM|H116|                 22,600
HRC (Excl N1)|HCF|HSM|H116|                 26,940
HRC (Excl N1)|HCF|HSM|H116|                 24,610
HRC (Excl N1)|HCF|HSM|H116|                 10,500
HRC (Excl N1)|HCF|HSM|H116|                 11,100
HRC (Excl N1)|HCF|HSM|H116|                 10,780
HRC (Excl N1)|HCF|HSM|H116|                 26,580
HRC (Excl N1)|HCF|HSM|H116|                  9,660
HRC (Excl N1)|HCF|HSM|H116|                  9,580
HRC (Excl N1)|HCF|HSM|H116|                 11,240
HRC (Excl N1)|HCF|HSM|H116|                 16,960
HRC (Excl N1)|HCF|HSM|H116|                 10,980
HRC (Excl N1)|HCF|HSM|H116|                  6,200
HRC (Excl N1)|HCF|HSM|H116|                 15,840
HRC (Excl N1)|HCF|HSM|H116|                  7,540
HRC (Excl N1)|HCF|HSM|H116|                 16,400
HRC (Excl N1)|HCF|HSM|H116|                  7,420
HRC (Excl N1)|HCF|HSM|H116|                 22,500
HRC (Excl N1)|HCF|HSM|H116|                 25,500
HRC (Excl N1)|HCF|HSM|H116|                  9,880
HRC (Excl N1)|HCF|HSM|H116|                 10,780
HRC (Excl N1)|HCF|HSM|H116|                 72,820
HRC (Excl N1)|HCF|HSM|H116|                 29,380
HRC (Excl N1)|HCF|HSM|H116|                 11,240
HRC (Excl N1)|HCF|HSM|H116|                 43,040
HRC (Excl N1)|HCF|HSM|H116|                 10,960
HRC (Excl N1)|HCF|HSM|H116|                  9,920
HRC (Excl N1)|HCF|HSM|H116|                 21,480
HRC (Excl N1)|HCF|HSM|H116|                 11,060
HRC (Excl N1)|HCF|HSM|H116|                 10,980
HRC (Excl N1)|HCF|HSM|H116|                 94,680
HRC (Excl N1)|HCF|HSM|H116|                 10,960
HRC (Excl N1)|HCF|HSM|H116|                 78,200
HRC (Excl N1)|HCF|HSM|H116|                 39,360
HRC (Excl N1)|HCF|HSM|H116|                 19,480
HRC (Excl N1)|HCF|HSM|H116|                 59,620
HRC (Excl N1)|HCF|HSM|H116|                 19,520
HRC (Excl N1)|HCF|HSM|H116|                  6,880
HRC (Excl N1)|HCF|HSM|H116|                  9,680
HRC (Excl N1)|HCF|HSM|H116|                  7,260
HRC (Excl N1)|HCF|HSM|H116|                  9,980
HRC (Excl N1)|HCF|HSM|H116|                  9,280
HRC (Excl N1)|HCF|HSM|H116|                 22,600
HRC (Excl N1)|HCF|HSM|H116|                 31,940
HRC (Excl N1)|HCF|HSM|H116|                 22,140
HRC (Excl N1)|HCF|HSM|H116|                 64,660
HRC (Excl N1)|HCF|HSM|H116|                 18,340
HRC (Excl N1)|HCF|HSM|H116|                 10,180
HRC (Excl N1)|HCF|HSM|H116|                 10,320
HRC (Excl N1)|HCF|HSM|H116|                  9,320
HRC (Excl N1)|HCF|HSM|H116|                 11,100
HRC (Excl N1)|HCF|HSM|H116|                 11,120
HRC (Excl N1)|HCF|HSM|H116|                 32,700
HRC (Excl N1)|HCF|HSM|H116|                  7,720
HRC (Excl N1)|HCF|HSM|H116|                  9,820
HRC (Excl N1)|HCF|HSM|H116|                 20,500
HRC (Excl N1)|HCF|HSM|H116|                 19,800
HRC (Excl N1)|HCF|HSM|H116|                 10,680
HRC (Excl N1)|HCF|HSM|H116|                 40,560
HRC (Excl N1)|HCF|HSM|H116|                 30,460
HRC (Excl N1)|HCF|HSM|H116|                 26,520
HRC (Excl N1)|HCF|HSM|H116|                 22,400
HRC (Excl N1)|HCF|HSM|H116|                  6,780
HRC (Excl N1)|HCF|HSM|H116|                 10,400
HRC (Excl N1)|HCF|HSM|H116|                 10,440
HRC (Excl N1)|HCF|HSM|H116|                  8,180
HRC (Excl N1)|HCF|HSM|H116|                  7,360
HRC (Excl N1)|HCF|HSM|H116|                 11,140
HRC (Excl N1)|HCF|HSM|H116|                  8,520
HRC (Excl N1)|HCF|HSM|H116|                 16,740
HRC (Excl N1)|HCF|HSM|H116|                 64,200
HRC (Excl N1)|HCF|HSM|H116|                 31,040
HRC (Excl N1)|HCF|HSM|H116|                 10,700
HRC (Excl N1)|HCF|HSM|H116|                 49,580
HRC (Excl N1)|HCF|HSM|H116|                  9,920
HRC (Excl N1)|HCF|HSM|H116|                  8,880
HRC (Excl N1)|HCF|HSM|H116|                 10,980
HRC (Excl N1)|HCF|HSM|H116|                  9,760
HRC (Excl N1)|HCF|HSM|H116|                 11,480
HRC (Excl N1)|HCF|HSM|H116|                  9,800
HRC (Excl N1)|HCF|HSM|H116|                 10,020
HRC (Excl N1)|HCF|HSM|H116|                 11,280
HRC (Excl N1)|HCF|HSM|H116|                 10,060
HRC (Excl N1)|HCF|HSM|H116|                  7,660
HRC (Excl N1)|HCF|HSM|H116|                  7,600
HRC (Excl N1)|HCF|HSM|H116|                 16,580
HRC (Excl N1)|HCF|HSM|H116|                 10,860
HRC (Excl N1)|HCF|HSM|H116|                 10,600
HRC (Excl N1)|HCF|HSM|H116|                 21,300
HRC (Excl N1)|HCF|HSM|H116|                  8,140
HRC (Excl N1)|HCF|HSM|H116|                  7,960
HRC (Excl N1)|HCF|HSM|H116|                 19,980
HRC (Excl N1)|HCF|HSM|H116|                 22,420
HRC (Excl N1)|HCF|HSM|H116|                 22,420
HRC (Excl N1)|HCF|HSM|H116|                 11,240
HRC (Excl N1)|HCF|HSM|H116|                 10,560
HRC (Excl N1)|HCF|HSM|H116|                 18,680
HRC (Excl N1)|HCF|HSM|H116|                 10,720
HRC (Excl N1)|HCF|HSM|H116|                 10,520
HRC (Excl N1)|HCF|HSM|H116|                 10,340
HRC (Excl N1)|HCF|HSM|H116|                 11,220
HRC (Excl N1)|HCF|HSM|H116|                 60,480
HRC (Excl N1)|HCF|HSM|H116|                  7,540
HRC (Excl N1)|HCF|HSM|H116|                 10,320
HRC (Excl N1)|HCF|HSM|H116|                  9,680
HRC (Excl N1)|HCF|HSM|H116|                 11,080
HRC (Excl N1)|HCF|HSM|H116|                 10,320
HRC (Excl N1)|HCF|HSM|H116|                 11,260
HRC (Excl N1)|HCF|HSM|H116|                 10,140
HRC (Excl N1)|HCF|HSM|H116|                 14,980
HRC (Excl N1)|HCF|HSM|H116|                 33,160
HRC (Excl N1)|HCF|HSM|H116|                  9,480
HRC (Excl N1)|HCF|HSM|H116|                 11,100
HRC (Excl N1)|HCF|HSM|H116|                 10,080
HRC (Excl N1)|HCF|HSM|H116|                 10,480
HRC (Excl N1)|HCF|HSM|H116|                 10,240
HRC (Excl N1)|HCF|HSM|H116|                 10,800
HRC (Excl N1)|HCF|HSM|H116|                 25,220
HRC (Excl N1)|HCF|HSM|H116|                 88,990
HRC (Excl N1)|HCF|HSM|H116|                 48,720
HRC (Excl N1)|HCF|HSM|H116|                 41,440
HRC (Excl N1)|HCF|HSM|H116|                 23,780
HRC (Excl N1)|HCF|HSM|H116|                 42,080
HRC (Excl N1)|HCF|HSM|H116|                 60,160
HRC (Excl N1)|HCF|HSM|H116|                 38,960
HRC (Excl N1)|HCF|HSM|H116|                 10,080
HRC (Excl N1)|HCF|HSM|H116|                 41,100
HRC (Excl N1)|HCF|HSM|H116|                 58,340
HRC (Excl N1)|HCF|HSM|H116|                 38,460
HRC (Excl N1)|HCF|HSM|H116|                 59,000
HRC (Excl N1)|HCF|HSM|H116|                 61,280
HRC (Excl N1)|HCF|HSM|H116|                 40,540
HRC (Excl N1)|HCF|HSM|H116|                 10,060
HRC (Excl N1)|HCF|HSM|H116|                 49,720
HRC (Excl N1)|HCF|HSM|H116|                 22,560
HRC (Excl N1)|HCF|HSM|H116|                  8,260
HRC (Excl N1)|HCF|HSM|H116|                 41,400
HRC (Excl N1)|HCF|HSM|H116|                 32,880
HRC (Excl N1)|HCF|HSM|H116|                 33,380
HRC (Excl N1)|HCF|HSM|H116|                 16,320
HRC (Excl N1)|HCF|HSM|H116|                 16,800
HRC (Excl N1)|HCF|HSM|H116|                 58,260
HRC (Excl N1)|HCF|HSM|H116|                 15,080
HRC (Excl N1)|HCF|HSM|H116|                 39,820
HRC (Excl N1)|HCF|HSM|H116|                 57,820
HRC (Excl N1)|HCF|HSM|H116|                 13,740
HRC (Excl N1)|HCF|HSM|H116|                 10,460
HRC (Excl N1)|HCF|HSM|H116|                  9,820
HRC (Excl N1)|HCF|HSM|H116|                  9,400
HRC (Excl N1)|HCF|HSM|H116|                 10,240
HRC (Excl N1)|HCF|HSM|H116|                 19,280
HRC (Excl N1)|HCF|HSM|H116|                 22,550
HRC (Excl N1)|HCF|HSM|H116|                  8,160
HRC (Excl N1)|HCF|HSM|H116|                 24,140
HRC (Excl N1)|HCF|HSM|H116|                  7,620
HRC (Excl N1)|HCF|HSM|H116|                 22,420
HRC (Excl N1)|HCF|HSM|H116|                  7,100
HRC (Excl N1)|HCF|HSM|H116|                 11,220
HRC (Excl N1)|HCF|HSM|H116|                  7,360
HRC (Excl N1)|HCF|HSM|H116|                 10,360
HRC (Excl N1)|HCF|HSM|H116|                  7,700
HRC (Excl N1)|HCF|HSM|H116|                 15,020
HRC (Excl N1)|HCF|HSM|H116|                  7,380
HRC (Excl N1)|HCF|HSM|H116|                 10,700
HRC (Excl N1)|HCF|HSM|H116|                 11,000
HRC (Excl N1)|HCF|HSM|H116|                 22,680
HRC (Excl N1)|HCF|HSM|H116|                 11,420
HRC (Excl N1)|HCF|HSM|H116|                 10,880
HRC (Excl N1)|HCF|HSM|H116|                 11,120
HRC (Excl N1)|HCF|HSM|H116|                 11,080
HRC (Excl N1)|HCF|HSM|H116|                  7,360
HRC (Excl N1)|HCF|HSM|H116|                 11,560
HRC (Excl N1)|HCF|HSM|H116|                 16,840
HRC (Excl N1)|HCF|HSM|H116|                 10,120
HRC (Excl N1)|HCF|HSM|H116|                 19,500
HRC (Excl N1)|HCF|HSM|H116|                 18,940
HRC (Excl N1)|HCF|HSM|H116|                  9,760
HRC (Excl N1)|HCF|HSM|H116|                 10,020
HRC (Excl N1)|HCF|HSM|H116|                 11,420
HRC (Excl N1)|HCF|HSM|H116|                 10,400
HRC (Excl N1)|HCF|HSM|H116|                 10,180
HRC (Excl N1)|HCF|HSM|H116|                 20,840
HRC (Excl N1)|HCF|HSM|H116|                 10,720
HRC (Excl N1)|HCF|HSM|H116|                 16,760
HRC (Excl N1)|HCF|HSM|H116|                 22,500
HRC (Excl N1)|HCF|HSM|H116|                 56,280
HRC (Excl N1)|HCF|HSM|H116|                145,200
HRC (Excl N1)|HCF|HSM|H116|                 71,480
HRC (Excl N1)|HCF|HSM|H116|                 22,500
HRC (Excl N1)|HCF|HSM|H116|                 19,660
HRC (Excl N1)|HCF|HSM|H116|                 16,720
HRC (Excl N1)|HCF|HSM|H116|                 19,800
HRC (Excl N1)|HCF|HSM|H116|                 19,980
HRC (Excl N1)|HCF|HSM|H116|                 19,040
HRC (Excl N1)|HCF|HSM|H116|                 29,940
HRC (Excl N1)|HCF|HSM|H124|                 28,500
HRC (Excl N1)|HCF|HSM|H124|                 12,060
HRC (Excl N1)|HCF|HSM|H124|                  6,480
HRC (Excl N1)|HCF|HSM|H124|                 59,860
HRC (Excl N1)|HCF|HSM|H124|                 36,940
HRC (Excl N1)|HCF|HSM|H124|                 16,940
HRC (Excl N1)|HCF|HSM|H124|                 17,060
HRC (Excl N1)|HCF|HSM|H124|                 10,840
HRC (Excl N1)|HCF|HSM|H124|                 28,660
HRC (Excl N1)|HCF|HSM|H124|                 16,980
HRC (Excl N1)|HCF|HSM|H124|                  7,280
HRC (Excl N1)|HCF|HSM|H124|                  7,440
HRC (Excl N1)|HCF|HSM|H124|                 14,860
HRC (Excl N1)|HCF|HSM|H124|                  8,340
HRC (Excl N1)|HCF|HSM|H124|                 83,780
HRC (Excl N1)|HCF|HSM|H124|                 24,400
HRC (Excl N1)|HCF|HSM|H124|                 22,660
HRC (Excl N1)|HCF|HSM|H124|                 25,500
HRC (Excl N1)|HCF|HSM|H124|                153,120
HRC (Excl N1)|HCF|HSM|H124|                178,800
HRC (Excl N1)|HCF|HSM|H124|                 25,520
HRC (Excl N1)|HCF|HSM|H124|                 20,120
HRC (Excl N1)|HCF|HSM|H124|                 50,420
HRC (Excl N1)|HCF|HSM|H124|                 50,780
HRC (Excl N1)|HCF|HSM|H124|                 19,000
HRC (Excl N1)|HCF|HSM|H403|                  9,160
HRC (Excl N1)|HCF|HSM|H403|                 11,113
HRC (Excl N1)|HCF|HSM|H403|                  8,980
HRC (Excl N1)|HCF|HSM|H403|                  4,280
HRC (Excl N1)|HCF|HSM|H403|                 10,620
HRC (Excl N1)|HCF|HSM|H403|                  7,560
HRC (Excl N1)|HCF|HSM|INTR|                  7,680
HRC (Excl N1)|HCF|HSM|INTR|                 18,060
HRC (Excl N1)|HCF|HSM|INTR|                 19,790
HRC (Excl N1)|HCF|HSM|INTR|                 22,080
HRC (Excl N1)|HCF|HSM|INTR|                 13,620
HRC (Excl N1)|HCF|HSM|INTR|                 15,340
HRC (Excl N1)|HCF|HSM|INTR|                 25,440
HRC (Excl N1)|HCF|HSM|INTR|                 33,650
HRC (Excl N1)|HCF-S|HSM||                 29,490
HRC (Excl N1)|HCF-S|HSM||                 16,640
HRC (Excl N1)|HCF-S|HSM|H101|              1.738,660
HRC (Excl N1)|HCF-S|HSM|H101|                 26,120
HRC (Excl N1)|HCF-S|HSM|H101|                387,600
HRC (Excl N1)|HCF-S|HSM|H101|                100,680
HRC (Excl N1)|HCF-S|HSM|H101|                330,840
HRC (Excl N1)|HCF-S|HSM|H102|                131,240
HRC (Excl N1)|HCF-S|HSM|H104|              1.326,890
HRC (Excl N1)|HCF-S|HSM|H105|                  7,460
HRC (Excl N1)|HCF-S|HSM|H106|                 53,520
HRC (Excl N1)|HCF-S|HSM|H109|              1.653,190
HRC (Excl N1)|HCF-S|HSM|H110|                  3,400
HRC (Excl N1)|HCF-S|HSM|H111|              9.023,670
HRC (Excl N1)|HCF-S|HSM|H114|                251,718
HRC (Excl N1)|HCF-S|HSM|H115|              1.886,440
HRC (Excl N1)|HCF-S|HSM|H116|              2.448,885
HRC (Excl N1)|HCF-S|HSM|H124|              2.220,535
HRC (Excl N1)|HCF-S|HSM|H403|                  8,247
HRC (Excl N1)|HCF-S|HSM|H405|                286,160
HRC (Excl N1)|HCF-S|HSM|H501|                 18,740
HRC (Excl N1)|HCF-S|HSM|INNP|                 33,560
